n_of_reviews,avg_review_rating,avg_days_between_reviews,max_days_between_reviews,min_days_between_reviews,product_ID,cluster_ID,pagerank,eigenvector_cent,clustering_coef,w_degree,fake_score,fake
515,2.6407766990291264,12.64980544747081,205.0,0.0,235,14,0.00168440837675,6.4739250544791585e-15,0.019047619047619,15.0,0.13,0
165,3.212121212121212,33.756097560975604,230.0,0.0,488,14,0.0006283997629977,2.142154911377768e-15,0.1,5.0,0.06,0
325,3.04,18.15740740740741,303.0,0.0,599,14,0.0020105527224221,4.452222749342647e-15,0.0259740259740259,22.0,0.15,0
108,1.7685185185185186,18.373831775700925,173.0,0.0,681,14,0.0007185541462524,2.7908815195300745e-17,0.0666666666666666,7.0,0.21,0
65,2.6153846153846154,80.015625,325.0,0.0,773,14,0.0003807457626659,5.67377012212158e-18,0.3333333333333333,3.0,0.19,0
73,1.9726027397260275,56.333333333333336,305.0,0.0,862,14,0.0001864996122591,1.6417513883774097e-17,0.0,1.0,0.25,0
89,2.247191011235955,48.1590909090909,306.0,0.0,883,14,0.0006187771553843,4.295216495726776e-15,0.1,5.0,0.14,0
88,2.840909090909091,59.137931034482754,302.0,1.0,1017,14,0.0003990875801418,2.7467947922298057e-17,0.0,3.0,0.12,0
193,2.8238341968911915,25.86458333333333,342.0,0.0,1048,14,0.0011352305843844,2.186701674093344e-15,0.0181818181818181,11.0,0.08,0
59,2.2033898305084745,65.0344827586207,347.0,1.0,1201,14,0.0001711654598588,4.306717381109455e-15,0.0,1.0,0.28,0
82,1.804878048780488,47.2962962962963,595.0,0.0,1208,14,0.0004087257573797,2.3423469896055978e-17,0.1666666666666666,4.0,0.23,0
231,2.9004329004329006,21.58695652173912,99.0,0.0,1224,14,0.0009865609484342,1.2933895701360666e-14,0.0,10.0,0.1,0
157,2.732484076433121,25.78205128205128,246.0,0.0,1280,14,0.000280596469471,1.6848797085624558e-17,0.0,2.0,0.08,0
208,2.9951923076923075,13.057971014492754,246.0,0.0,1273,14,0.0008196056168947,3.3582585317422324e-17,0.0,8.0,0.07,0
70,3.0,49.28985507246376,254.0,0.0,1450,14,0.000661108773029,1.91681423044648e-19,0.0,5.0,0.1,0
112,2.232142857142857,42.78378378378378,335.0,0.0,1451,14,0.0004647311222892,3.843212532045192e-17,0.0,3.0,0.14,0
52,2.423076923076923,44.94117647058823,265.0,2.0,1521,14,0.0001948317978279,2.1870850369394333e-17,0.0,1.0,0.2,0
127,2.590551181102362,39.373015873015866,366.0,0.0,1590,14,0.0002411987036897,4.4086727300269025e-17,0.0,2.0,0.1,0
90,2.7666666666666666,54.80898876404494,337.0,0.0,1607,14,0.0003508936042373,2.1532916020566618e-15,0.0,3.0,0.1,0
88,2.9318181818181817,55.45977011494252,267.0,0.0,1808,14,0.0001768718663583,2.1587161863288255e-15,0.0,1.0,0.07,0
110,2.9545454545454546,42.40366972477064,205.0,0.0,1818,14,0.0002613267616931,5.712106406730509e-18,0.0,2.0,0.08,0
368,2.3206521739130435,11.7983651226158,416.0,0.0,1858,14,0.001595762853302,1.5237599716080462e-14,0.0292397660818713,20.0,0.19,0
197,3.1522842639593907,23.607142857142847,239.0,0.0,2035,14,0.0016023131123096,1.6971766085587545e-12,0.0285714285714285,17.0,0.12,0
236,2.5211864406779663,19.859574468085103,414.0,0.0,2110,14,0.0010867963544341,4.4954660783815205e-15,0.0714285714285714,14.0,0.07,0
58,3.155172413793104,27.894736842105253,139.0,0.0,2216,14,0.0005852903133926,8.46223952262406e-13,0.0666666666666666,6.0,0.11,0
257,2.867704280155642,18.18359375,348.0,0.0,2222,14,0.0015482968559693,2.2423659593455102e-15,0.1047619047619047,16.0,0.12,0
161,2.509316770186336,22.125,344.0,0.0,2285,14,0.0005071230145426,4.3556153121281444e-15,0.1,5.0,0.09,0
120,3.083333333333333,24.403361344537817,231.0,0.0,2337,14,0.0018578799124794,2.2572404377737745e-15,0.2,80.0,0.19,0
79,2.835443037974684,51.24358974358975,330.0,0.0,2341,14,0.0007983348363383,2.7563788633820378e-17,0.0,7.0,0.08,0
166,3.1265060240963853,16.581818181818182,266.0,0.0,2346,14,0.0013226922012412,2.193142169907644e-15,0.0659340659340659,14.0,0.1,0
95,1.9684210526315788,43.69148936170213,388.0,1.0,2552,14,0.0003636215843065,1.6599611235666518e-17,0.3333333333333333,3.0,0.23,0
85,2.552941176470588,19.59523809523809,255.0,0.0,2555,14,0.0005515658292781,2.1479436903537162e-15,0.0,5.0,0.09,0
57,2.491228070175439,49.73214285714286,381.0,0.0,2608,14,0.0001768718663583,2.1587161863288255e-15,0.0,1.0,0.2,0
58,2.810344827586207,62.140350877192986,324.0,0.0,2617,14,0.0004384762342405,5.485922327537825e-17,0.0,4.0,0.13,0
119,2.907563025210084,33.16101694915253,190.0,0.0,2654,14,0.0009273087083114,2.1658467352660864e-15,0.0476190476190476,10.0,0.04,0
55,1.8727272727272728,64.85185185185185,520.0,0.0,2683,14,0.000222767558142,5.474900645712757e-18,0.0,1.0,0.35,1
212,2.943396226415094,19.82464454976304,197.0,0.0,2690,14,0.0007320937839617,6.072467482054446e-17,0.0,7.0,0.07,0
106,2.7358490566037736,33.6,283.0,0.0,2740,14,0.0005065551271105,2.2081316571897354e-15,0.0,5.0,0.06,0
337,2.9287833827893177,12.982142857142849,262.0,0.0,2741,14,0.0010091998867155,1.6989658396340222e-12,0.0444444444444444,11.0,0.08,0
109,1.6605504587155964,33.333333333333336,480.0,0.0,2769,14,0.0004131496154109,8.418218350370472e-13,0.0,2.0,0.24,0
147,2.870748299319728,24.6917808219178,143.0,0.0,2800,14,0.0005086345087553,2.1536557967604468e-15,0.3,5.0,0.14,0
81,1.876543209876543,49.4875,324.0,0.0,2869,14,0.0003756583351587,3.8297948324320666e-17,0.0,3.0,0.26,0
98,2.938775510204082,42.10309278350515,272.0,0.0,2882,14,0.0010563688586138,4.3337636299010545e-15,0.1111111111111111,10.0,0.07,0
62,3.064516129032258,49.803278688524586,252.0,0.0,2889,14,0.000275597507618,5.894203758622925e-18,0.0,2.0,0.11,0
