n_of_reviews,avg_review_rating,avg_days_between_reviews,max_days_between_reviews,min_days_between_reviews,product_ID,cluster_ID,pagerank,eigenvector_cent,clustering_coef,w_degree,fake_score,fake
349,4.750716332378223,12.784482758620683,379.0,0.0,83,7,0.0013353079235524,4.053082068394109e-05,0.3249379994488839,284.0,0.31,1
708,4.703389830508475,9.108910891089108,668.0,0.0,69,7,0.0015793333934047,4.490228126155532e-05,0.2941885615005496,342.0,0.3,1
617,4.20259319286872,10.681818181818173,405.0,0.0,77,7,0.0014670444919515,5.841517980719015e-05,0.2948744769874477,319.0,0.21,0
330,4.3969696969696965,19.98784194528875,496.0,0.0,80,7,0.0014534660836735,4.964100030641823e-05,0.312780269058296,313.0,0.26,0
557,4.086175942549372,11.825539568345324,662.0,0.0,79,7,0.0014572241905057,3.965429189062016e-05,0.3015079365079365,314.0,0.28,0
386,4.062176165803109,12.041558441558438,200.0,0.0,94,7,0.0012987504493205,3.559667529549647e-05,0.2889040783777626,271.0,0.2,0
419,4.663484486873508,15.66028708133971,717.0,0.0,92,7,0.001753574617639,5.735620490098885e-05,0.2995425957690108,389.0,0.31,1
533,4.401500938086304,11.704887218045103,286.0,0.0,113,7,0.0015004932795532,3.855567676900186e-05,0.296792189679219,323.0,0.23,0
792,4.593434343434343,8.092288242730717,692.0,0.0,112,7,0.0012353082557113,3.628976660433264e-05,0.2972840314136126,254.0,0.27,0
584,4.429794520547945,11.094339622641504,298.0,0.0,127,7,0.0013310011710895,5.288719803655242e-05,0.2985781990521327,282.0,0.21,0
615,4.533333333333333,6.843648208469051,191.0,0.0,175,7,0.0011975859709065,3.2220949495021554e-05,0.2987964416535845,247.0,0.25,0
974,4.253593429158111,6.502569373072963,453.0,0.0,271,7,0.001268246951643,0.002027441851606,0.2935976304397357,266.0,0.26,0
561,4.509803921568627,7.921428571428565,325.0,0.0,315,7,0.0014110844207415,0.00201792836031,0.2965904868078781,304.0,0.3,1
652,4.45398773006135,9.519201228878648,782.0,0.0,321,7,0.0016283197541262,0.002119874505565,0.2918030137761079,360.0,0.29,0
564,4.7322695035461,5.380106571936054,145.0,0.0,319,7,0.0018222295421106,6.93775342918592e-05,0.3125612745098039,405.0,0.34,1
640,4.63125,8.431924882629097,503.0,0.0,332,7,0.0011339150181413,3.692587351718417e-05,0.2986363636363636,228.0,0.27,0
644,3.388198757763975,7.222395023328148,288.0,0.0,348,7,0.0010619009993947,2.6659632035981413e-05,0.2906055900621118,210.0,0.21,0
502,3.2729083665338647,7.241516966067858,280.0,0.0,370,7,0.0012262528395056,2.4902102475816115e-05,0.2785662488345592,251.0,0.17,0
488,4.344262295081967,11.938398357289524,458.0,0.0,477,7,0.0011330202794115,3.0965770150740333e-05,0.2800124146492861,229.0,0.19,0
500,4.816,12.06412825651302,540.0,0.0,507,7,0.001230256911794,3.140348995648372e-05,0.319942352729238,254.0,0.31,1
659,4.614567526555387,8.4483282674772,631.0,0.0,530,7,0.0013776119284369,4.879293830292202e-05,0.3115009746588694,295.0,0.28,0
775,4.532903225806452,7.718346253229965,354.0,0.0,556,7,0.001136245354924,2.960673433092794e-05,0.2933333333333333,228.0,0.22,0
701,4.439372325249644,7.324285714285706,334.0,0.0,614,7,0.0015420920570923,5.8411219979853215e-05,0.3020194734944104,335.0,0.26,0
804,4.288557213930348,7.141967621419676,772.0,0.0,659,7,0.0031880261582895,4.051387529146026e-05,0.2995437696036498,1038.0,0.28,0
442,4.5565610859728505,6.394557823129247,161.0,0.0,664,7,0.0011990072450101,0.0020106302088275,0.2834825870646766,250.0,0.3,1
741,4.287449392712551,7.644594594594595,302.0,0.0,694,7,0.0012225302185377,0.0020186169632982,0.2933353636871225,255.0,0.26,0
963,3.920041536863967,5.721413721413716,212.0,0.0,703,7,0.0010194029631057,3.1887642221845557e-05,0.3023555252594107,202.0,0.24,0
461,4.45119305856833,8.060869565217384,421.0,0.0,722,7,0.0015671938246352,4.508195326059343e-05,0.2766269841269841,342.0,0.2,0
723,4.507607192254495,7.783933518005532,740.0,0.0,730,7,0.0015442222107825,0.002019564649802,0.2859116465863454,332.0,0.31,1
770,4.318181818181818,6.530559167750324,224.0,0.0,731,7,0.0011382865360825,4.079326308864905e-05,0.2915181753385602,236.0,0.19,0
