n_of_reviews,avg_review_rating,avg_days_between_reviews,max_days_between_reviews,min_days_between_reviews,product_ID,cluster_ID,pagerank,eigenvector_cent,clustering_coef,w_degree,fake_score,fake
110,4.3090909090909095,19.146788990825684,172.0,0.0,5,9,7.701054153470469e-05,3.164112827786257e-07,0.0181818181818181,11.0,0.11,0
64,3.9375,21.650793650793645,111.0,0.0,22,9,6.757992458348281e-05,1.2826526341728662e-08,0.0555555555555555,9.0,0.14,0
87,3.931034482758621,22.593023255813947,137.0,0.0,328,9,8.206204471963644e-05,6.7595861974191455e-09,0.0545454545454545,11.0,0.08,0
109,4.192660550458716,26.22222222222222,198.0,0.0,905,9,9.668120808078529e-05,1.026946257404054e-08,0.0439560439560439,14.0,0.07,0
80,4.1,27.22784810126582,177.0,0.0,1009,9,0.000107647829516,4.877298194756856e-07,0.0588235294117647,17.0,0.06,0
85,4.341176470588235,32.035714285714285,172.0,0.0,1040,9,0.0001331024631541,1.2095860165990442e-08,0.0526315789473684,21.0,0.11,0
84,3.9642857142857135,35.40963855421686,150.0,0.0,1054,9,9.35661937804848e-05,3.3216165375643117e-07,0.0512820512820512,14.0,0.05,0
115,4.026086956521739,17.675438596491226,151.0,0.0,1109,9,0.0002021694344368,2.9749802224157424e-08,0.0120967741935483,34.0,0.06,0
130,4.1692307692307695,22.100775193798448,121.0,0.0,1291,9,0.0001736326258979,3.0787854611426985e-08,0.022167487684729,29.0,0.1,0
60,3.9,31.62711864406779,127.0,2.0,1411,9,8.593133827169897e-05,1.509825582549852e-08,0.0303030303030303,12.0,0.12,0
138,4.231884057971015,24.38686131386861,213.0,0.0,1474,9,0.0001358242353698,1.7119906766374318e-08,0.0523809523809523,22.0,0.08,0
53,4.113207547169812,34.17307692307692,135.0,0.0,1481,9,5.008549092368607e-05,7.329801667777391e-09,0.0,6.0,0.06,0
116,4.275862068965517,20.33043478260869,165.0,0.0,1769,9,0.0001006589214618,1.0361504304227556e-08,0.0285714285714285,15.0,0.04,0
