n_of_reviews,avg_review_rating,avg_days_between_reviews,max_days_between_reviews,min_days_between_reviews,product_ID,cluster_ID,pagerank,eigenvector_cent,clustering_coef,w_degree,fake_score,fake
161,4.440993788819876,18.90625,563.0,0.0,8,16,0.0002865622013496,1.602090651358086e-09,0.0,9.0,0.11,0
63,4.777777777777778,76.41935483870968,593.0,1.0,9,16,0.0002920533881092,1.3269755204235708e-08,0.0555555555555555,13.0,0.19,0
72,4.527777777777778,23.40845070422535,772.0,0.0,18,16,0.0003109144003831,3.1448553642040465e-08,0.0879120879120879,15.0,0.15,0
179,3.3072625698324023,36.58426966292134,708.0,0.0,27,16,0.000406186416141,9.190759331474252e-09,0.0196078431372549,19.0,0.12,0
61,4.295081967213115,52.0,612.0,1.0,50,16,0.0001342786857085,0.0001747278310066,0.0,5.0,0.09,0
67,4.417910447761194,49.63636363636363,502.0,0.0,56,16,6.640789368160358e-05,7.033121115484664e-10,0.0,1.0,0.14,0
60,4.883333333333334,47.52542372881355,656.0,0.0,47,16,0.0001919733556654,1.7217724405169024e-07,0.0,7.0,0.18,0
117,4.743589743589744,29.318965517241377,728.0,0.0,60,16,0.0002153138808659,2.222263109066865e-09,0.0714285714285714,8.0,0.12,0
158,4.544303797468355,41.910828025477706,696.0,0.0,66,16,0.0006169572257931,6.970614293740878e-07,0.0689655172413793,31.0,0.11,0
75,4.8,45.22972972972972,656.0,1.0,106,16,0.0004062499377923,1.8915131408452888e-07,0.025,18.0,0.21,0
66,4.318181818181818,89.73846153846154,582.0,1.0,103,16,0.000185243223528,1.7357882580137114e-09,0.0666666666666666,8.0,0.16,0
61,4.098360655737705,85.0,716.0,1.0,102,16,0.0001928800796283,1.7218239348253068e-07,0.1944444444444444,9.0,0.13,0
109,4.467889908256881,55.75,777.0,0.0,121,16,0.0005985416184302,6.961149193022539e-07,0.0760869565217391,32.0,0.11,0
53,4.584905660377358,73.40384615384616,539.0,0.0,131,16,0.0001004054983635,5.884100777974479e-09,0.0,3.0,0.18,0
98,4.6938775510204085,46.0,582.0,0.0,128,16,0.0007193554545173,2.3092530394360177e-07,0.064516129032258,38.0,0.13,0
61,4.60655737704918,49.81666666666667,693.0,1.0,135,16,0.0003701484657994,9.35957358669066e-09,0.038095238095238,16.0,0.23,0
124,4.580645161290323,53.105691056910565,695.0,0.0,146,16,0.0004978029990955,7.187623764940475e-07,0.0467836257309941,25.0,0.11,0
163,4.638036809815951,39.75925925925926,771.0,0.0,149,16,0.0006446884009281,1.855506213483189e-07,0.0183908045977011,32.0,0.14,0
62,4.67741935483871,53.40983606557377,729.0,1.0,152,16,8.478238905652977e-05,2.653600752592243e-09,0.0,2.0,0.21,0
