n_of_reviews,avg_review_rating,avg_days_between_reviews,max_days_between_reviews,min_days_between_reviews,product_ID,cluster_ID,pagerank,eigenvector_cent,clustering_coef,w_degree,fake_score,fake
215,3.683720930232558,10.630841121495324,84.0,0.0,17,5,0.0003423730620604,8.01001454819863e-07,0.033033033033033,41.0,0.07,0
70,3.142857142857143,28.695652173913043,116.0,0.0,898,5,0.000159018224289,3.707589491031037e-08,0.088235294117647,17.0,0.14,0
446,3.2600896860986546,10.721348314606736,140.0,0.0,970,5,0.0004621662111636,6.52869245330666e-07,0.0145137880986937,54.0,0.07,0
71,3.309859154929577,6.028571428571424,28.0,0.0,1214,5,6.73912277168888e-05,1.3137603434442488e-08,0.0,5.0,0.14,0
70,3.357142857142857,12.347826086956516,224.0,0.0,1217,5,0.0001099150587913,1.4565823928026852e-08,0.0666666666666666,10.0,0.11,0
310,3.625806451612904,14.925566343042073,201.0,0.0,1226,5,0.0002704672397409,9.26923271459845e-07,0.0147783251231527,29.0,0.06,0
156,3.423076923076923,31.006451612903216,182.0,0.0,1234,5,0.0001679792062132,1.6239149143587124e-06,0.0514705882352941,18.0,0.04,0
233,3.523605150214592,22.59913793103448,204.0,0.0,1308,5,0.0002648099529052,4.322166021741548e-07,0.0369458128078817,30.0,0.07,0
190,3.389473684210526,24.7989417989418,170.0,0.0,1329,5,0.0002024992847602,7.403163464225653e-07,0.0238095238095238,21.0,0.09,0
68,3.338235294117647,28.58208955223881,119.0,0.0,1418,5,0.0002087092750892,5.990607383911111e-07,0.067193675889328,23.0,0.17,0
180,3.5722222222222224,15.575418994413402,150.0,0.0,1446,5,0.0002211759041603,6.356794689606087e-07,0.0181159420289855,25.0,0.06,0
70,3.7714285714285714,21.33333333333333,182.0,1.0,1666,5,0.000103601873425,2.3612584789589778e-08,0.1666666666666666,10.0,0.1,0
234,3.6538461538461537,8.150214592274676,113.0,0.0,1691,5,0.0002081159845689,2.2229349895365385e-07,0.0432900432900432,23.0,0.05,0
60,3.316666666666667,31.169491525423727,158.0,0.0,1694,5,0.0001221850824023,7.216015563316055e-07,0.0757575757575757,12.0,0.1,0
143,3.4545454545454546,28.838028169014084,234.0,0.0,1934,5,0.0003252016042614,7.90388272267692e-07,0.0436974789915966,38.0,0.08,0
174,3.454022988505747,24.86705202312137,189.0,0.0,1965,5,0.0001054110862332,2.119781266224024e-07,0.0,10.0,0.07,0
95,3.7578947368421054,28.542553191489365,193.0,0.0,2019,5,0.0002948178719415,8.192306806267076e-07,0.0279569892473118,35.0,0.1,0
193,3.906735751295337,16.369791666666668,171.0,0.0,2161,5,0.0001920540902134,3.975651370481749e-05,0.0761904761904761,22.0,0.03,0
307,3.179153094462541,9.41176470588235,128.0,0.0,2181,5,0.0005422241557109,1.7632539517037343e-06,0.0226244343891402,69.0,0.05,0
402,3.181592039800995,11.96508728179551,152.0,0.0,2191,5,0.0004276606197035,8.342039809157911e-07,0.0203900709219858,54.0,0.07,0
75,3.373333333333333,34.94594594594594,219.0,0.0,2379,5,5.246362054526748e-05,1.1307793352546676e-08,0.0,3.0,0.07,0
433,3.286374133949192,10.50462962962963,207.0,0.0,2420,5,0.0003380000326418,6.067577056676547e-07,0.015015015015015,39.0,0.05,0
274,3.1350364963503647,13.208791208791204,167.0,0.0,2419,5,0.0005114898635086,1.9663838902185342e-06,0.031328320802005,64.0,0.05,0
173,3.4277456647398843,24.901162790697672,223.0,0.0,2514,5,0.000199822524169,5.760125477257585e-07,0.0086580086580086,22.0,0.08,0
396,3.8156565656565657,11.908860759493669,126.0,0.0,2542,5,0.0002335202631794,1.1255959574821637e-06,0.0333333333333333,26.0,0.04,0
415,3.4674698795180725,9.971014492753625,187.0,0.0,2613,5,0.0003359929829124,2.754941280387965e-07,0.020242914979757,39.0,0.08,0
79,3.632911392405063,29.371794871794872,169.0,0.0,2632,5,0.0001209200718151,4.210501203662912e-08,0.0222222222222222,12.0,0.04,0
296,3.47972972972973,14.769491525423726,167.0,0.0,2705,5,0.0004032775199345,1.8543333448945951e-06,0.0222222222222222,49.0,0.09,0
