n_of_reviews,avg_review_rating,avg_days_between_reviews,max_days_between_reviews,min_days_between_reviews,product_ID,cluster_ID,pagerank,eigenvector_cent,clustering_coef,w_degree,fake_score,fake
166,4.030120481927711,18.866666666666667,1266.0,0.0,6,17,0.0016051851312348,2.684459887996556e-07,0.1666666666666666,4.0,0.16,0
62,3.4516129032258065,105.78688524590164,1520.0,0.0,24,17,0.001019837566428,3.6253473071800614e-11,0.0,2.0,0.17,0
134,4.253731343283582,49.278195488721806,1770.0,0.0,28,17,0.0022138090678001,2.7302817334074316e-11,0.0,3.0,0.18,0
74,3.8783783783783785,81.61643835616438,1610.0,0.0,36,17,0.001800634342037,5.313504180862222e-07,0.0,3.0,0.17,0
493,3.787018255578093,13.115853658536585,2010.0,0.0,30,17,0.0025369266689259,6.912822739275081e-09,0.0666666666666666,6.0,0.15,0
127,4.52755905511811,47.17460317460317,1816.0,0.0,52,17,0.0012550087199628,6.919842946040168e-11,0.0,2.0,0.18,0
320,4.596875,14.457680250783692,1455.0,0.0,54,17,0.0048338174373129,8.081248337453388e-07,0.0659340659340659,14.0,0.19,0
187,4.320855614973262,34.04301075268817,1994.0,0.0,65,17,0.0065075172811699,8.315605909861515e-07,0.0631578947368421,21.0,0.17,0
126,4.674603174603175,47.752,1680.0,0.0,82,17,0.0045850698950393,8.043495564311923e-07,0.0606060606060606,13.0,0.16,0
62,3.564516129032258,101.6065573770492,1268.0,0.0,64,17,0.0044445532755729,8.086202077909551e-07,0.0303030303030303,15.0,0.2,0
222,4.617117117117117,26.950226244343888,1869.0,0.0,91,17,0.0062738814731028,6.083084881108213e-07,0.0735930735930735,24.0,0.18,0
261,4.731800766283525,24.48461538461538,1683.0,0.0,109,17,0.0059396634658685,5.235887580237595e-05,0.038095238095238,18.0,0.16,0
81,4.283950617283951,80.2875,1415.0,0.0,114,17,0.0012571000935864,5.27265026885496e-07,0.0,3.0,0.17,0
117,4.0085470085470085,55.19827586206897,1884.0,0.0,120,17,0.0049930464178367,1.5515138635184526e-08,0.0606060606060606,14.0,0.13,0
136,4.036764705882353,48.38518518518519,1808.0,0.0,122,17,0.003172548718472,5.207035464303387e-05,0.0,9.0,0.11,0
110,4.781818181818182,59.76146788990825,1983.0,0.0,129,17,0.0018211974287461,1.078347220499698e-08,0.0,4.0,0.19,0
291,4.628865979381444,21.95172413793103,2014.0,0.0,134,17,0.0048567517660581,5.526150003004934e-07,0.0109890109890109,15.0,0.19,0
79,4.443037974683544,78.42307692307692,1876.0,0.0,137,17,0.0022254825233886,3.230307148458434e-09,0.2,6.0,0.19,0
58,4.655172413793103,114.08771929824564,1957.0,0.0,141,17,0.0003079133737058,-0.0,0.0,0.0,0.17,0
53,3.849056603773585,117.59615384615384,1672.0,0.0,163,17,0.0011021429380231,1.3865447206771943e-09,0.0,2.0,0.19,0
214,4.94392523364486,29.291079812206576,1432.0,0.0,166,17,0.0102594889440364,2.5416417131659197e-06,0.2727272727272727,187.0,0.31,1
