n_of_reviews,avg_review_rating,avg_days_between_reviews,max_days_between_reviews,min_days_between_reviews,product_ID,cluster_ID,pagerank,eigenvector_cent,clustering_coef,w_degree,fake_score,fake
101,4.554455445544554,27.51,178.0,0.0,379,1,0.0001032973851615,1.9022270983295223e-06,0.0492753623188405,48.0,0.09,0
116,4.577586206896552,19.94782608695652,179.0,0.0,897,1,0.00011102171502,9.284062588472374e-07,0.0493468795355587,53.0,0.08,0
135,4.503703703703704,17.873134328358205,129.0,0.0,960,1,0.0001484919079407,1.1889262715274068e-06,0.071917808219178,74.0,0.13,0
167,4.574850299401198,13.28915662650602,178.0,0.0,961,1,0.0001471183666647,1.9093131985240897e-06,0.0301251956181533,73.0,0.09,0
202,4.331683168316832,16.8457711442786,175.0,0.0,963,1,0.0001200940462581,2.1443530464526866e-05,0.0242424242424242,58.0,0.0,0
91,4.428571428571429,21.42222222222222,91.0,0.0,1076,1,0.0001190153972547,4.374031455615647e-05,0.0482180293501048,57.0,0.06,0
117,4.264957264957265,19.70689655172413,155.0,0.0,1149,1,0.0001734983059784,4.197149929132569e-05,0.0721518987341772,90.0,0.06,0
105,4.723809523809524,16.17307692307692,118.0,0.0,1191,1,0.0001380102943878,1.1411069505171958e-06,0.0419580419580419,68.0,0.13,0
342,4.529239766081871,8.653958944281516,94.0,0.0,1512,1,0.0001452682284915,1.8336252765382688e-06,0.0217303822937625,73.0,0.06,0
117,4.3931623931623935,17.491379310344826,103.0,0.0,1522,1,0.0001179422285456,1.020221228804421e-06,0.0363636363636363,56.0,0.06,0
220,4.55,10.1324200913242,99.0,0.0,1551,1,0.0001171495917345,2.1676432090290885e-05,0.0328441649196366,56.0,0.03,0
213,4.431924882629108,13.245283018867916,127.0,0.0,1582,1,0.0001008689800811,9.322676154154836e-07,0.0309178743961352,46.0,0.04,0
240,4.4625,17.351464435146436,143.0,0.0,1700,1,0.0001344417697234,1.6217374624195551e-06,0.0419866871479774,66.0,0.05,0
171,4.684210526315789,23.411764705882348,144.0,0.0,1739,1,0.0001343530802936,1.9279808846323344e-06,0.0972549019607843,66.0,0.08,0
246,4.544715447154472,7.195918367346933,145.0,0.0,1749,1,0.0001426541870288,2.2356756266795123e-05,0.0353793691389599,71.0,0.06,0
190,4.484210526315789,11.899470899470892,102.0,0.0,1786,1,0.0001329927982862,1.292246406645376e-06,0.0195663670015864,65.0,0.08,0
120,4.4,16.403361344537814,106.0,0.0,1882,1,0.0001821132591525,6.454660047213805e-05,0.1192194600374231,95.0,0.07,0
187,4.518716577540107,11.15591397849462,107.0,0.0,2138,1,0.0001404419971866,1.4803970004088615e-06,0.0705563093622795,70.0,0.07,0
