n_of_reviews,avg_review_rating,avg_days_between_reviews,max_days_between_reviews,min_days_between_reviews,product_ID,cluster_ID,pagerank,eigenvector_cent,clustering_coef,w_degree,fake_score,fake
597,4.425460636515913,7.635906040268449,189.0,0.0,38,3,0.0003357850552478,6.804554447501391e-06,0.0823756968938445,206.0,0.1,0
175,2.954285714285714,35.08620689655172,247.0,0.0,71,3,0.0003895813858013,5.447602182899336e-06,0.1403071814030718,255.0,0.18,0
473,4.587737843551797,13.95550847457626,210.0,0.0,105,3,0.0003639114115231,1.180043624717446e-05,0.090034965034965,229.0,0.08,0
405,4.214814814814815,16.267326732673265,307.0,0.0,116,3,0.0003453468140828,6.166310008414896e-06,0.1510583219125932,219.0,0.11,0
442,4.350678733031674,9.32426303854875,214.0,0.0,168,3,0.000304501014632,5.288269206472767e-06,0.1139610389610389,185.0,0.08,0
489,4.531697341513293,12.807377049180324,212.0,0.0,184,3,0.0003679103583685,2.9482886297324725e-06,0.1096283416648554,234.0,0.1,0
240,4.475,17.313807531380753,276.0,0.0,204,3,0.0003045640551527,5.274118881570519e-06,0.0813636363636363,185.0,0.12,0
468,4.036324786324786,10.640256959314767,227.0,0.0,248,3,0.0003266647737996,7.588245271137848e-06,0.0886326787966132,198.0,0.08,0
636,3.191823899371069,10.140157480314954,188.0,0.0,285,3,0.0002973553143092,0.0019558856507775,0.0939393939393939,182.0,0.09,0
616,3.0162337662337664,7.108943089430891,89.0,0.0,299,3,0.0002707910426459,5.998087718412201e-06,0.0809636277751535,159.0,0.02,0
665,4.670676691729323,3.721385542168669,152.0,0.0,307,3,0.0003415571659963,6.053788697345187e-06,0.0717412935323383,210.0,0.12,0
621,4.63768115942029,9.39838709677419,284.0,0.0,339,3,0.000339163720893,5.337888246113346e-06,0.0804428446771378,212.0,0.12,0
446,3.311659192825112,14.256179775280891,236.0,0.0,349,3,0.0002635788515498,2.758556872615463e-06,0.0678408349641226,153.0,0.02,0
451,4.25720620842572,8.075555555555555,193.0,0.0,353,3,0.0003791887372906,4.607576999814554e-06,0.1050147492625368,240.0,0.11,0
601,3.935108153078203,10.495,252.0,0.0,402,3,0.0002611421419043,1.1815532566578165e-06,0.1095789667218238,152.0,0.05,0
528,3.884469696969697,11.499051233396576,199.0,0.0,501,3,0.0003366331466232,8.545116031572905e-06,0.0906045378407187,209.0,0.1,0
516,4.732558139534884,11.739805825242708,222.0,0.0,552,3,0.0003541819066797,4.204770304987131e-06,0.0809000523286237,221.0,0.07,0
484,4.62396694214876,8.554865424430636,174.0,0.0,606,3,0.0003010146207577,2.8724580834192387e-06,0.0698064987221613,181.0,0.08,0
370,3.9567567567567568,15.219512195121943,257.0,0.0,643,3,0.0002817859755151,4.407011785512214e-06,0.0795348442407266,168.0,0.03,0
298,4.459731543624161,13.656565656565649,256.0,0.0,649,3,0.0006724191995454,6.1476456178434915e-06,0.0990768570201803,527.0,0.06,0
904,2.896017699115044,6.083056478405313,143.0,0.0,698,3,0.0003452550486362,6.1885457797981535e-06,0.0876605248464545,215.0,0.17,0
537,3.4003724394785846,4.867537313432836,245.0,0.0,719,3,0.0003025504041079,2.5731404469923863e-06,0.0969627011038164,183.0,0.11,0
520,4.109615384615385,9.0019267822736,288.0,0.0,739,3,0.0003251358440717,2.1171853262935737e-06,0.084487162252991,198.0,0.08,0
613,4.531810766721044,6.568627450980382,150.0,0.0,738,3,0.0002911199063364,3.4031314468383797e-06,0.0812509352087385,173.0,0.07,0
582,4.331615120274914,7.68158347676419,182.0,0.0,792,3,0.0003668520948294,2.138464956670696e-06,0.0812767843948573,229.0,0.1,0
470,3.187234042553192,7.501066098081019,218.0,0.0,807,3,0.0002691632415346,1.9973669268040403e-06,0.0766005032149846,158.0,0.03,0
400,3.72,13.210526315789467,170.0,0.0,823,3,0.0002878072623196,6.038061860438412e-06,0.1006420893153452,172.0,0.06,0
537,4.294227188081937,10.1455223880597,142.0,0.0,852,3,0.0003541413389882,5.384490540357028e-06,0.0788792447083904,222.0,0.12,0
642,3.194704049844237,8.02652106084243,189.0,0.0,925,3,0.0003717446170866,5.215500494927155e-06,0.0796350429621755,231.0,0.13,0
