n_of_reviews,avg_review_rating,avg_days_between_reviews,max_days_between_reviews,min_days_between_reviews,product_ID,cluster_ID,pagerank,eigenvector_cent,clustering_coef,w_degree,fake_score,fake
410,3.792682926829268,16.08557457212713,940.0,0.0,25,10,0.0019426170068562,0.0040607871987235,0.1660079051383399,26.0,0.19,0
515,3.871844660194175,12.719844357976644,948.0,0.0,57,10,0.0027221479645107,3.1079946844702935e-05,0.1613756613756613,36.0,0.11,0
392,4.165816326530612,16.68542199488491,570.0,0.0,70,10,0.0050736808648138,0.0001187704350593,0.1681749622926093,80.0,0.1,0
350,4.628571428571429,17.46418338108882,851.0,0.0,86,10,0.0068983541290503,0.0042962878762757,0.152112676056338,110.0,0.16,0
341,4.316715542521994,18.370588235294107,866.0,0.0,67,10,0.0047125069106462,0.0006134379319355,0.1741654571843251,75.0,0.11,0
305,4.573770491803279,21.57894736842105,1107.0,0.0,62,10,0.004685762526557,0.0001632201156727,0.2051282051282051,73.0,0.16,0
607,4.373970345963756,6.630363036303622,862.0,0.0,81,10,0.0045162765212008,0.0001134820741257,0.134006734006734,68.0,0.13,0
304,4.6480263157894735,21.51155115511551,1172.0,0.0,84,10,0.0045892176581429,0.0001002426436766,0.1746753246753246,70.0,0.12,0
378,4.455026455026455,13.708222811671089,905.0,0.0,96,10,0.005662812444858,0.0002096655745529,0.1433104177683765,87.0,0.14,0
195,4.425641025641026,33.50515463917525,1219.0,0.0,98,10,0.0029952279820678,0.0002189099430344,0.157258064516129,42.0,0.12,0
490,4.751020408163265,12.701431492842534,1999.0,0.0,93,10,0.0056511431147133,0.0040968458310459,0.1487638533674339,88.0,0.13,0
270,4.722222222222222,23.892193308550183,989.0,0.0,97,10,0.005204772620964,0.0003984993160727,0.1609620721554116,83.0,0.15,0
171,4.1345029239766085,38.23529411764706,1152.0,0.0,170,10,0.0022062012708645,2.165761613542407e-05,0.1766381766381766,29.0,0.1,0
160,4.34375,40.66666666666666,862.0,0.0,174,10,0.0090931003407762,2.958446545013973e-05,0.2620689655172413,245.0,0.29,0
160,4.34375,40.66666666666666,862.0,0.0,173,10,0.0090931003407664,2.9584465450096143e-05,0.2620689655172413,245.0,0.29,0
528,4.759469696969697,12.421252371916504,1462.0,0.0,178,10,0.0020002190463043,2.863448838003849e-05,0.1619047619047619,24.0,0.11,0
656,3.948170731707317,9.94656488549618,2040.0,0.0,194,10,0.0046442534938531,7.744479023416135e-05,0.1184210526315789,68.0,0.11,0
712,4.678370786516854,9.265822784810116,726.0,0.0,223,10,0.0026368774582486,0.0002621758555402,0.1310483870967742,38.0,0.13,0
331,4.764350453172206,19.372727272727268,872.0,0.0,268,10,0.0023266029077538,6.073898800894421e-05,0.1103448275862069,30.0,0.13,0
583,4.385934819897084,10.673539518900336,575.0,0.0,273,10,0.0023460830087,1.992640965590489e-05,0.150997150997151,30.0,0.12,0
596,4.318791946308725,10.979831932773102,740.0,0.0,287,10,0.0041750260032556,4.5477903424025854e-05,0.1278825995807128,62.0,0.14,0
653,4.750382848392037,9.932515337423313,1623.0,0.0,295,10,0.0049010985661048,7.819609882563812e-05,0.1371428571428571,76.0,0.13,0
324,4.574074074074074,12.133126934984514,1372.0,0.0,308,10,0.0030326108016744,0.0042360583211143,0.1586452762923351,44.0,0.21,0
636,3.64622641509434,9.960629921259835,734.0,0.0,325,10,0.0035879385671382,7.483686612922346e-05,0.1363636363636363,50.0,0.1,0
152,4.697368421052632,41.10596026490066,932.0,0.0,314,10,0.0027720533258727,2.11939434161989e-05,0.1477832512315271,37.0,0.11,0
677,4.090103397341212,9.273668639053252,624.0,0.0,341,10,0.0038629110314395,0.0043480378478995,0.1243885394828791,59.0,0.15,0
315,4.336507936507936,17.636942675159236,720.0,0.0,396,10,0.0025454948640148,2.309328730511346e-05,0.1375661375661375,35.0,0.12,0
790,4.029113924050633,7.945500633713554,643.0,0.0,404,10,0.0041325761111751,5.8083140812165137e-05,0.1134751773049645,62.0,0.12,0
918,3.9379084967320255,6.678298800436203,1400.0,0.0,458,10,0.0042358436205954,3.3297046567714755e-05,0.1406105457909343,61.0,0.11,0
379,3.994722955145119,15.227513227513215,678.0,0.0,469,10,0.0053595313783406,0.000187221598253,0.1259615384615384,83.0,0.12,0
172,4.796511627906977,34.5204678362573,787.0,0.0,474,10,0.0029932603299471,3.400640291752806e-05,0.1471774193548387,42.0,0.15,0
227,4.607929515418502,25.5,1089.0,0.0,495,10,0.0025046305918818,2.725787194373243e-05,0.1142857142857142,32.0,0.14,0
459,4.662309368191721,13.124454148471608,694.0,0.0,522,10,0.0030487311176155,7.408815226266116e-05,0.1066856330014224,43.0,0.14,0
412,4.16747572815534,13.734793187347927,798.0,0.0,521,10,0.0023668592702302,0.0040530703150713,0.0873015873015873,31.0,0.18,0
542,4.35239852398524,9.985212569316076,591.0,0.0,544,10,0.003599547678653,4.342067500787712e-05,0.1522198731501057,52.0,0.12,0
524,4.625954198473282,7.783938814531539,902.0,0.0,555,10,0.0028505994166294,2.4014684682389324e-05,0.1333333333333333,41.0,0.13,0
778,3.874035989717224,7.685971685971678,606.0,0.0,574,10,0.0033101973553048,4.136732253829128e-05,0.1196283391405342,47.0,0.11,0
264,4.416666666666667,17.038022813688205,698.0,0.0,586,10,0.0036269268725205,7.554131660368804e-05,0.1966966966966966,54.0,0.15,0
501,4.265469061876248,9.916,584.0,0.0,610,10,0.0034043535853565,4.992369747179812e-05,0.1215644820295983,49.0,0.11,0
711,4.175808720112518,5.835211267605625,662.0,0.0,629,10,0.0031071039002319,7.559806984500469e-05,0.1025210084033613,43.0,0.12,0
405,4.671604938271605,13.920792079207915,676.0,0.0,633,10,0.0032039773871332,0.0040886374789372,0.1333333333333333,46.0,0.21,0
219,4.378995433789954,19.082568807339445,1348.0,0.0,647,10,0.0025280462957785,4.067096999804527e-05,0.2066666666666666,34.0,0.17,0
393,4.091603053435114,13.8954081632653,809.0,0.0,656,10,0.0022292666553341,4.7477989960726146e-05,0.1970443349753694,31.0,0.14,0
373,4.694369973190349,14.419354838709676,1163.0,0.0,724,10,0.0016046598889123,1.2224149176979263e-05,0.196078431372549,21.0,0.18,0
674,4.36053412462908,8.475482912332836,1012.0,0.0,729,10,0.0023463632452472,2.282283280391194e-05,0.1453201970443349,31.0,0.12,0
691,4.447178002894356,7.473913043478253,1287.0,0.0,742,10,0.0035087528741464,4.5027249501141645e-05,0.1428571428571428,50.0,0.13,0
185,4.708108108108108,28.17391304347825,815.0,0.0,757,10,0.0015441807692209,2.5828067834906335e-06,0.0857142857142857,17.0,0.13,0
456,4.414473684210527,12.237362637362628,964.0,0.0,797,10,0.0012783848835296,0.0001450238061308,0.0659340659340659,14.0,0.11,0
267,4.786516853932584,18.518796992481203,868.0,0.0,849,10,0.0028213538050506,5.158931211174493e-05,0.1955645161290322,42.0,0.19,0
280,4.460714285714285,16.351254480286737,1169.0,0.0,879,10,0.002285211365127,4.726540627080015e-05,0.1169230769230769,30.0,0.13,0
213,4.76056338028169,24.97641509433961,1067.0,0.0,892,10,0.0021801233252872,5.456958564996107e-05,0.1233333333333333,29.0,0.14,0
246,4.5528455284552845,18.57142857142857,1234.0,0.0,893,10,0.0020626488318223,4.636145497519142e-05,0.150197628458498,26.0,0.13,0
361,3.542936288088643,13.794444444444444,1183.0,0.0,920,10,0.0024208999394636,0.0002822489205793,0.1292307692307692,34.0,0.12,0
