n_of_reviews,avg_review_rating,avg_days_between_reviews,max_days_between_reviews,min_days_between_reviews,product_ID,cluster_ID,pagerank,eigenvector_cent,clustering_coef,w_degree,fake_score,fake
920,4.602173913043479,4.509249183895532,143.0,0.0,4066,19,0.0102283606508337,0.0098235847191235,1.0,12.0,0.41,1
615,4.634146341463414,6.172638436482083,423.0,0.0,6232,19,0.0640643396769925,0.6488001660381814,0.9333333333333332,764.0,0.69,1
752,3.969414893617021,3.665778961384815,245.0,0.0,16260,19,0.0445043333581758,0.404424232599017,0.9333333333333332,484.0,0.57,1
403,4.399503722084368,5.126865671641783,272.0,0.0,25255,19,0.0727962726510026,0.7245108190390923,0.9333333333333332,884.0,0.66,1
323,4.625386996904025,3.8291925465838426,128.0,0.0,41859,19,0.0722969053969059,0.7385553134071653,0.9333333333333332,888.0,0.66,1
773,4.15006468305304,1.636010362694294,41.0,0.0,41860,19,0.0661899961430759,0.6748086874683521,1.0,810.0,0.52,1
523,3.416826003824092,2.2892720306513312,33.0,0.0,44878,19,0.0413413335570363,0.3756362451572997,1.0,456.0,0.48,1
446,4.468609865470852,2.685393258426956,189.0,0.0,46121,19,0.0781255533089695,0.7968095814891878,0.9333333333333332,969.0,0.64,1
801,4.106117353308364,1.3125,25.0,0.0,47379,19,0.0648683372973179,0.6558670921674051,1.0,790.0,0.56,1
952,4.567226890756302,0.960042060988426,27.0,0.0,51480,19,0.1000963293946757,1.0,0.9333333333333332,1276.0,0.65,1
228,4.342105263157895,3.2378854625550577,92.0,0.0,58316,19,0.0568681758742464,0.5651141272135228,1.0,677.0,0.61,1
529,4.625708884688091,1.5738636363636342,20.0,0.0,59617,19,0.0517488323907289,0.4878874513013584,0.9333333333333332,594.0,0.64,1
232,4.581896551724138,3.1904761904761805,172.0,0.0,60630,19,0.0588706072853022,0.5954544662422422,1.0,707.0,0.64,1
811,4.590628853267571,2.716049382716041,199.0,0.0,60821,19,0.0881027644386678,0.8868684743881929,0.9333333333333332,1101.0,0.68,1
864,4.16087962962963,0.9606025492468055,20.0,0.0,61212,19,0.0576728721966845,0.560477816536971,1.0,686.0,0.5,1
427,3.772833723653396,1.7535211267605555,43.0,0.0,62828,19,0.0722249863793838,0.7369302817598067,1.0,894.0,0.63,1
